email,user_id,status,prefix,first_name,last_name,suffix,class_year,391136,391137,391138,391139,391140,391141,391142,391143,391144,391145,391146,391148,391150,391245,391378,391379,391385,391386,391387,391388,391389,391391,391392,391477,391478,391947,391948,392637,392650
Alexis.Kirkland@modolabs.com,2040339,Pending,Ms.,Alexis,Kirkland,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Alexis.Lee@modolabs.com,2040380,Pending,Ms.,Alexis,Lee,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Alexis.Leverett@modolabs.com,2040409,Pending,Ms.,Alexis,Leverett,,2006,1,1,1,1,1,,1,,1,,1,,,,,,1,,,1,,,,,,,,1,1
Alexis.Lowell@modolabs.com,2040450,Pending,Mr.,Alexis,Lowell,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Alexis.Mallon@modolabs.com,2040464,Pending,Mr.,Alexis,Mallon,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Alexis.Mather@modolabs.com,2040491,Pending,Mr.,Alexis,Mather,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,1,,,,,,,1,1
Alexis.Moreland@modolabs.com,2040644,Pending,Mr.,Alexis,Moreland,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Alexis.Nagatoshi@modolabs.com,2040653,Pending,Ms.,Alexis,Nagatoshi,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,1,,,,,,1,
Alexis.North@modolabs.com,2041515,Pending,Ms.,Alexis,North,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Alexis.Ormsbee@modolabs.com,2041886,Pending,Ms.,Alexis,Ormsbee,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,1,,,,,,,,,
Alexis.Patt@modolabs.com,2042169,Pending,Mr.,Alexis,Patt,,2006,,,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,1,
Alexis.Pforzheimer@modolabs.com,2042705,Pending,Mr.,Alexis,Pforzheimer,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,1,,,,,,,1,1
Alexis.Quincy@modolabs.com,2042741,Pending,Ms.,Alexis,Quincy,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Alexis.Smith@modolabs.com,2042798,Pending,Mr.,Alexis,Smith,,2006,1,1,1,1,1,,1,,1,,1,,,,,,1,,,,1,,,,,,,1,
Alexis.Swamy@modolabs.com,2042851,Pending,Mr.,Alexis,Swamy,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,1,,,,,,,1,1
Alexis.Tepfenhart@modolabs.com,2043072,Pending,Ms.,Alexis,Tepfenhart,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Alexis.Winthrop@modolabs.com,2043254,Pending,Ms.,Alexis,Winthrop,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Alexis.Yu@modolabs.com,2043473,Pending,Mr.,Alexis,Yu,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,1,,,,,,,1,1
Andrew.Adams@modolabs.com,2043602,Pending,Ms.,Andrew,Adams,,2006,,1,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,
Andrew.Akins@modolabs.com,2043666,Pending,Mr.,Andrew,Akins,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,1
Andrew.Amjad@modolabs.com,2043690,Pending,Mr.,Andrew,Amjad,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Bailey@modolabs.com,2043796,Pending,Ms.,Andrew,Bailey,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Cabot@modolabs.com,2043880,Pending,Mr.,Andrew,Cabot,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,1,,,,,,,1,
Andrew.Chisholm@modolabs.com,2044048,Pending,Ms.,Andrew,Chisholm,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Andrew.Currier@modolabs.com,2044070,Pending,Mr.,Andrew,Currier,,2006,,,1,1,,,,1,,,,,,,,,1,,,1,,,,,,,,1,
Andrew.Dunster@modolabs.com,2044138,Pending,Mr.,Andrew,Dunster,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Ellwood@modolabs.com,2044170,Pending,Ms.,Andrew,Ellwood,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Huang@modolabs.com,2044242,Pending,Ms.,Andrew,Huang,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Jones@modolabs.com,2044500,Pending,Ms.,Andrew,Jones,,2006,,,1,1,,,,1,,,,,,,,,1,,,1,,,,,,,,1,
Andrew.Kim@modolabs.com,2044501,Pending,Ms.,Andrew,Kim,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Kirkland@modolabs.com,2044546,Pending,Ms.,Andrew,Kirkland,,2006,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,
Andrew.Lee@modolabs.com,2044753,Pending,Mr.,Andrew,Lee,,2006,,,1,,,,1,,1,,,,,,,,1,,,1,,,,,,,,1,1
Andrew.Leverett@modolabs.com,2044955,Pending,Ms.,Andrew,Leverett,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,1
Andrew.Lowell@modolabs.com,2044977,Pending,Ms.,Andrew,Lowell,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Mallon@modolabs.com,2045142,Pending,Mr.,Andrew,Mallon,,2006,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1
Andrew.Mather@modolabs.com,2045169,Pending,Ms.,Andrew,Mather,,2006,,,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,1,
Andrew.Moreland@modolabs.com,2045188,Pending,Ms.,Andrew,Moreland,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Nagatoshi@modolabs.com,2045206,Pending,Ms.,Andrew,Nagatoshi,,2006,1,1,1,1,1,,1,,1,,1,,,,,,1,,,,,,,,,,,,
Andrew.North@modolabs.com,2045214,Pending,Ms.,Andrew,North,,2006,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,
Andrew.Ormsbee@modolabs.com,2045236,Pending,Mr.,Andrew,Ormsbee,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Patt@modolabs.com,2045245,Pending,Mr.,Andrew,Patt,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Pforzheimer@modolabs.com,2045280,Pending,Mr.,Andrew,Pforzheimer,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Quincy@modolabs.com,2045337,Pending,Ms.,Andrew,Quincy,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,1
Andrew.Smith@modolabs.com,2045340,Pending,Ms.,Andrew,Smith,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Swamy@modolabs.com,2045363,Pending,Mr.,Andrew,Swamy,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Tepfenhart@modolabs.com,2045394,Pending,Ms.,Andrew,Tepfenhart,,2006,,1,1,1,,,,1,,,,,,,,,1,,,,,,,,,,,,
Andrew.Winthrop@modolabs.com,2045525,Pending,Mr.,Andrew,Winthrop,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andrew.Yu@modolabs.com,2045586,Pending,Ms.,Andrew,Yu,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Andy.Adams@modolabs.com,2045659,Pending,Dr.,Andy,Adams,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Andy.Akins@modolabs.com,2045751,Pending,Ms.,Andy,Akins,,2006,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,
Andy.Amjad@modolabs.com,2045896,Pending,Mr.,Andy,Amjad,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Andy.Bailey@modolabs.com,2045984,Pending,Mr.,Andy,Bailey,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Andy.Cabot@modolabs.com,2046014,Pending,Mr.,Andy,Cabot,,2006,1,1,1,1,1,,1,,1,,1,,,,,,1,,,1,,,,,,,,1,
Andy.Chisholm@modolabs.com,2046028,Pending,Dr.,Andy,Chisholm,,2006,,1,,1,,,1,1,,,1,,,,,,1,,,,,,,,,,,,
Andy.Currier@modolabs.com,2046083,Pending,Mr.,Andy,Currier,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,1,,,,,,,,1,
Andy.Dunster@modolabs.com,2046346,Pending,Mr.,Andy,Dunster,,2006,,,,,,,1,,1,,,,,,,,1,,,1,,,,,,,,1,1
Andy.Ellwood@modolabs.com,2046350,Pending,Mr.,Andy,Ellwood,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,1,,,,,,,1,
Andy.Huang@modolabs.com,2046364,Pending,Mr.,Andy,Huang,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Andy.Jones@modolabs.com,2046469,Pending,Mr.,Andy,Jones,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andy.Kim@modolabs.com,2046479,Pending,Mr.,Andy,Kim,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,1,,,,,,,
Andy.Kirkland@modolabs.com,2046565,Pending,Ms.,Andy,Kirkland,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,1,,,,,,,
Andy.Lee@modolabs.com,2046620,Pending,Ms.,Andy,Lee,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andy.Leverett@modolabs.com,2046795,Pending,Ms.,Andy,Leverett,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andy.Lowell@modolabs.com,2046903,Pending,Mr.,Andy,Lowell,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andy.Mallon@modolabs.com,2046982,Pending,Ms.,Andy,Mallon,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andy.Mather@modolabs.com,2047053,Pending,Ms.,Andy,Mather,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,1,,,,,,,1,
Andy.Moreland@modolabs.com,2047059,Pending,Ms.,Andy,Moreland,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andy.Nagatoshi@modolabs.com,2047194,Pending,Mr.,Andy,Nagatoshi,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Andy.North@modolabs.com,2047285,Pending,Ms.,Andy,North,,2006,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1
Andy.Ormsbee@modolabs.com,2047499,Pending,Mr.,Andy,Ormsbee,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,1,,,,,,,1,
Andy.Patt@modolabs.com,2047797,Pending,Ms.,Andy,Patt,,2006,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,
Andy.Pforzheimer@modolabs.com,2047830,Pending,Ms.,Andy,Pforzheimer,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andy.Quincy@modolabs.com,2047834,Pending,Mr.,Andy,Quincy,,2006,,,1,1,1,,1,1,1,,1,,,,,,1,,,,,,,,,,,,
Andy.Smith@modolabs.com,2048137,Pending,Mr.,Andy,Smith,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,1,,,,,,,1,1
Andy.Swamy@modolabs.com,2048328,Pending,Ms.,Andy,Swamy,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,1,,,,,,,
Andy.Tepfenhart@modolabs.com,2048341,Pending,Mr.,Andy,Tepfenhart,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1
Andy.Winthrop@modolabs.com,2048343,Pending,Ms.,Andy,Winthrop,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Andy.Yu@modolabs.com,2048402,Pending,Mr.,Andy,Yu,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Bob.Adams@modolabs.com,2048690,Pending,Ms.,Bob,Adams,,2006,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,
Bob.Akins@modolabs.com,2048872,Pending,Ms.,Bob,Akins,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,1,,,,,,,1,1
Bob.Amjad@modolabs.com,2049022,Pending,Ms.,Bob,Amjad,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,1,,,,,,,
Bob.Bailey@modolabs.com,2049082,Pending,Mr.,Bob,Bailey,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Bob.Cabot@modolabs.com,2049110,Pending,Mr.,Bob,Cabot,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Bob.Chisholm@modolabs.com,2049292,Pending,Ms.,Bob,Chisholm,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Bob.Currier@modolabs.com,2049679,Pending,Mr.,Bob,Currier,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,1,,,,,,1,1
Bob.Dunster@modolabs.com,2049838,Pending,Mr.,Bob,Dunster,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Bob.Ellwood@modolabs.com,2050207,Pending,Ms.,Bob,Ellwood,,2006,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,
Bob.Huang@modolabs.com,2050238,Pending,Mr.,Bob,Huang,,2006,1,1,1,1,1,,1,,1,,1,,,,,,1,,,,,,,,,,,,
Bob.Jones@modolabs.com,2050272,Pending,Mr.,Bob,Jones,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Bob.Kim@modolabs.com,2050363,Pending,Ms.,Bob,Kim,,2006,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
Bob.Kirkland@modolabs.com,2050804,Pending,Ms.,Bob,Kirkland,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Bob.Lee@modolabs.com,2050838,Pending,Ms.,Bob,Lee,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Bob.Leverett@modolabs.com,2050877,Pending,Ms.,Bob,Leverett,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1
Bob.Lowell@modolabs.com,2050922,Pending,Ms.,Bob,Lowell,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Bob.Mallon@modolabs.com,2051015,Pending,Ms.,Bob,Mallon,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Bob.Mather@modolabs.com,2051184,Pending,Ms.,Bob,Mather,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Bob.Moreland@modolabs.com,2051213,Pending,Mr.,Bob,Moreland,,2006,1,1,1,1,1,,1,,1,,1,,,,,,1,,,1,,,,,,,,1,
Bob.Nagatoshi@modolabs.com,2051487,Pending,Mr.,Bob,Nagatoshi,Jr.,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,1,,,,,,,,1,1
Bob.North@modolabs.com,2051522,Pending,Mr.,Bob,North,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,1
Bob.Ormsbee@modolabs.com,2051961,Pending,Mr.,Bob,Ormsbee,,2006,1,1,1,1,1,,1,1,1,,1,,,,,,1,,,,,,,,,,,,
Bob.Patt@modolabs.com,2052163,Pending,Mr.,Bob,Patt,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Bob.Pforzheimer@modolabs.com,2052167,Pending,Ms.,Bob,Pforzheimer,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Bob.Quincy@modolabs.com,2052176,Pending,Ms.,Bob,Quincy,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Bob.Smith@modolabs.com,2052677,Pending,Mr.,Bob,Smith,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Bob.Swamy@modolabs.com,2052835,Pending,Ms.,Bob,Swamy,,2006,,,1,1,1,,,1,1,,,,,,,,1,,,,1,,,,,,,1,
Bob.Tepfenhart@modolabs.com,2052872,Pending,Ms.,Bob,Tepfenhart,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
Bob.Winthrop@modolabs.com,2053269,Pending,Ms.,Bob,Winthrop,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,1,,,,,,,1,1
Bob.Yu@modolabs.com,2053418,Pending,Mr.,Bob,Yu,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Brian.Adams@modolabs.com,2053419,Pending,Ms.,Brian,Adams,,2006,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,
Brian.Akins@modolabs.com,2053522,Pending,Mr.,Brian,Akins,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,1,,,,,,,1,1
Brian.Amjad@modolabs.com,2053598,Pending,Ms.,Brian,Amjad,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Brian.Bailey@modolabs.com,2053862,Pending,Ms.,Brian,Bailey,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,
Brian.Cabot@modolabs.com,2053963,Pending,Ms.,Brian,Cabot,,2006,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,
Brian.Chisholm@modolabs.com,2054315,Pending,Ms.,Brian,Chisholm,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,1,,,,,,,,1,1
Brian.Currier@modolabs.com,2054370,Pending,Ms.,Brian,Currier,,2006,1,1,1,1,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,
Brian.Dunster@modolabs.com,2054373,Pending,Ms.,Brian,Dunster,,2006,1,1,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,,,
modo.asmith@gmail.com,2035465,Pending,Ms.,Alex,Smith,,2006,1,1,1,1,1,,1,1,1,,1,,,,,,1,,,,1,1,,,,,,1,
